occupation,race,employee_new,year
"Farming, fishing, and forestry occupations",Black or African American,6000,2015
Construction and extraction occupations,Black or African American,3000,2015
"Installation, maintenance, and repair occupations",Black or African American,7000,2015
Production occupations,Black or African American,13000,2015
Transportation and material moving occupations,Black or African American,99000,2015
"Management, business, and financial operations occupations",Black or African American,65000,2015
Professional and related occupations,Black or African American,97000,2015
Protective service occupations,Black or African American,14000,2015
"Service occupations, except protective",Black or African American,92000,2015
Sales and related occupations,Black or African American,1070000,2015
Office and administrative support occupations,Black or African American,390000,2015
"Farming, fishing, and forestry occupations",Black or African American,1000,2015
Construction and extraction occupations,Black or African American,6000,2015
"Installation, maintenance, and repair occupations",Black or African American,41000,2015
Production occupations,Black or African American,64000,2015
Transportation and material moving occupations,Black or African American,173000,2015
"Management, business, and financial operations occupations",Black or African American,80000,2015
Professional and related occupations,Black or African American,32000,2015
Protective service occupations,Black or African American,11000,2015
"Service occupations, except protective",Black or African American,24000,2015
Sales and related occupations,Black or African American,11000,2015
Office and administrative support occupations,Black or African American,342000,2015
"Farming, fishing, and forestry occupations",Black or African American,1000,2015
Construction and extraction occupations,Black or African American,15000,2015
"Installation, maintenance, and repair occupations",Black or African American,52000,2015
Production occupations,Black or African American,36000,2015
Transportation and material moving occupations,Black or African American,773000,2015
"Management, business, and financial operations occupations",Black or African American,53000,2015
Professional and related occupations,Black or African American,101000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,13000,2015
Sales and related occupations,Black or African American,38000,2015
Office and administrative support occupations,Black or African American,78000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
